timestamp,Crop_Type,Soil_Type,Soil_Moisture,Irrigation_Need
2024-05-30,Maize,Loamy,54.19,Low
2024-05-31,Maize,Loamy,36.98,Medium
2024-06-01,Maize,Loamy,51.88,Low
2024-06-02,Maize,Loamy,21.04,Medium
2024-06-03,Maize,Loamy,43.1,Low
2024-06-04,Maize,Loamy,49.76,Low
2024-06-05,Maize,Loamy,55.39,Low
2024-06-06,Maize,Loamy,34.66,Medium
2024-06-07,Maize,Loamy,56.28,Low
2024-06-08,Maize,Loamy,55.02,Low
2024-06-09,Maize,Loamy,21.79,Medium
2024-06-10,Maize,Loamy,58.52,Low
2024-06-11,Maize,Loamy,45.1,Low
2024-06-12,Maize,Loamy,22.44,Medium
2024-06-13,Maize,Loamy,30.66,Low
2024-06-14,Maize,Loamy,36.01,Medium
2024-06-15,Maize,Loamy,46.91,Low
2024-06-16,Maize,Loamy,49.09,Low
2024-06-17,Maize,Loamy,61.7,Low
2024-06-18,Maize,Loamy,59.07,Low
2024-06-19,Maize,Loamy,28.4,Low
2024-06-20,Maize,Loamy,51.05,Low
2024-06-21,Maize,Loamy,27.03,Low
2024-06-22,Maize,Loamy,48.24,Low
2024-06-23,Maize,Loamy,35.57,Low
2024-06-24,Maize,Loamy,10.09,Medium
2024-06-25,Maize,Loamy,42.66,Low
2024-06-26,Maize,Loamy,48.79,Low
2024-06-27,Maize,Loamy,21.48,High
2024-06-28,Maize,Loamy,48.75,Low
2024-06-29,Maize,Loamy,35.47,Low
2024-06-30,Maize,Loamy,37.96,Low
2024-07-01,Maize,Loamy,31.21,Low
2024-07-02,Maize,Loamy,34.4,Low
2024-07-03,Maize,Loamy,27.24,Low
2024-07-04,Maize,Loamy,20.79,Medium
2024-07-05,Maize,Loamy,44.41,Low
2024-07-06,Maize,Loamy,15.21,Medium
2024-07-07,Maize,Loamy,8.55,Medium
2024-07-08,Maize,Loamy,14.76,High
2024-07-09,Maize,Loamy,49.4,High
2024-07-10,Maize,Loamy,29.77,Low
2024-07-11,Maize,Loamy,59.94,Low
2024-07-12,Maize,Loamy,57.47,Low
2024-07-13,Maize,Loamy,59.22,Low
2024-07-14,Maize,Loamy,41.01,Low
2024-07-15,Maize,Loamy,31.8,Medium
2024-07-16,Maize,Loamy,44.98,Low
2024-07-17,Maize,Loamy,22.12,Medium
2024-07-18,Maize,Loamy,46.33,Medium
2024-07-19,Maize,Loamy,8.56,Medium
2024-07-20,Maize,Loamy,61.21,Low
2024-07-21,Maize,Loamy,42.42,Low
2024-07-22,Maize,Loamy,56.02,Low
2024-07-23,Maize,Loamy,41.82,Low
2024-07-24,Maize,Loamy,59.8,Low
2024-07-25,Maize,Loamy,13.13,Medium
2024-07-26,Maize,Loamy,46.13,Low
2024-07-27,Maize,Loamy,40.68,Medium
2024-07-28,Maize,Loamy,32.03,Low
2024-07-29,Maize,Loamy,53.87,Low
2024-07-30,Maize,Loamy,33.89,Low
2024-07-31,Maize,Loamy,18.53,Low
2024-08-01,Maize,Loamy,11.42,High
2024-08-02,Maize,Loamy,51.01,Medium
2024-08-03,Maize,Loamy,21.31,Medium
2024-08-04,Maize,Loamy,8.21,High
2024-08-05,Maize,Loamy,29.95,Low
2024-08-06,Maize,Loamy,9.3,Medium
2024-08-07,Maize,Loamy,51.9,Medium
2024-08-08,Maize,Loamy,61.39,Medium
2024-08-09,Maize,Loamy,27.0,Low
2024-08-10,Maize,Loamy,27.36,Medium
2024-08-11,Maize,Loamy,27.16,Low
2024-08-12,Maize,Loamy,12.88,Low
2024-08-13,Maize,Loamy,63.77,Low
2024-08-14,Maize,Loamy,63.36,Low
2024-08-15,Maize,Loamy,43.36,Medium
2024-08-16,Maize,Loamy,56.17,Low
2024-08-17,Maize,Loamy,43.72,Low
2024-08-18,Maize,Loamy,51.14,Low
2024-08-19,Maize,Loamy,18.62,Low
2024-08-20,Maize,Loamy,36.62,Low
2024-08-21,Maize,Loamy,54.44,Low
2024-08-22,Maize,Loamy,41.57,Medium
2024-08-23,Maize,Loamy,59.11,Low
2024-08-24,Maize,Loamy,41.96,Low
2024-08-25,Maize,Loamy,36.29,Low
2024-08-26,Maize,Loamy,20.23,Low
2024-08-27,Maize,Loamy,24.31,Medium
2024-08-28,Maize,Loamy,16.92,Medium
2024-08-29,Maize,Loamy,64.66,Low
2024-08-30,Maize,Loamy,45.98,Low
2024-08-31,Maize,Loamy,17.22,Low
2024-09-01,Maize,Loamy,60.02,Low
2024-09-02,Maize,Loamy,8.89,Low
2024-09-03,Maize,Loamy,18.04,Medium
2024-09-04,Maize,Loamy,40.77,Low
2024-09-05,Maize,Loamy,41.41,Low
2024-09-06,Maize,Loamy,24.52,Low
2024-09-07,Maize,Loamy,8.67,High
2024-09-08,Maize,Loamy,25.16,Low
2024-09-09,Maize,Loamy,49.19,Low
2024-09-10,Maize,Loamy,37.13,Low
2024-09-11,Maize,Loamy,18.68,Medium
2024-09-12,Maize,Loamy,39.28,Low
2024-09-13,Maize,Loamy,23.71,High
2024-09-14,Maize,Loamy,51.0,Low
2024-09-15,Maize,Loamy,51.3,Medium
2024-09-16,Maize,Loamy,50.38,Low
2024-09-17,Maize,Loamy,56.86,Low
2024-09-18,Maize,Loamy,39.04,Low
2024-09-19,Maize,Loamy,11.93,Medium
2024-09-20,Maize,Loamy,63.0,Medium
2024-09-21,Maize,Loamy,12.98,High
2024-09-22,Maize,Loamy,62.26,Low
2024-09-23,Maize,Loamy,63.69,Low
2024-09-24,Maize,Loamy,56.49,Low
2024-09-25,Maize,Loamy,17.02,High
2024-09-26,Maize,Loamy,59.99,Low
2024-09-27,Maize,Loamy,48.33,Low
2024-09-28,Maize,Loamy,64.09,Low
2024-09-29,Maize,Loamy,31.05,Low
2024-09-30,Maize,Loamy,28.22,Medium
2024-10-01,Maize,Loamy,61.89,Low
2024-10-02,Maize,Loamy,48.02,Medium
2024-10-03,Maize,Loamy,26.96,Medium
2024-10-04,Maize,Loamy,25.58,Low
2024-10-05,Maize,Loamy,30.22,Low
2024-10-06,Maize,Loamy,14.6,Medium
2024-10-07,Maize,Loamy,57.03,Low
2024-10-08,Maize,Loamy,56.3,Low
2024-10-09,Maize,Loamy,59.74,Low
2024-10-10,Maize,Loamy,53.99,Low
2024-10-11,Maize,Loamy,63.19,Medium
2024-10-12,Maize,Loamy,49.47,Medium
2024-10-13,Maize,Loamy,60.85,Low
2024-10-14,Maize,Loamy,16.83,Medium
2024-10-15,Maize,Loamy,30.29,Low
2024-10-16,Maize,Loamy,58.15,Low
2024-10-17,Maize,Loamy,43.98,Low
2024-10-18,Maize,Loamy,28.79,Medium
2024-10-19,Maize,Loamy,17.19,Medium
2024-10-20,Maize,Loamy,61.58,Low
2024-10-21,Maize,Loamy,39.91,Low
2024-10-22,Maize,Loamy,29.74,Medium
2024-10-23,Maize,Loamy,34.82,Medium
2024-10-24,Maize,Loamy,17.98,Low
2024-10-25,Maize,Loamy,17.31,Low
2024-10-26,Maize,Loamy,45.06,Low
2024-10-27,Maize,Loamy,40.96,Medium
2024-10-28,Maize,Loamy,24.1,Low
2024-10-29,Maize,Loamy,51.82,Medium
2024-10-30,Maize,Loamy,57.37,Low
2024-10-31,Maize,Loamy,35.34,Low
2024-11-01,Maize,Loamy,27.99,Low
2024-11-02,Maize,Loamy,46.14,Medium
2024-11-03,Maize,Loamy,9.52,Low
2024-11-04,Maize,Loamy,49.74,Low
2024-11-05,Maize,Loamy,31.05,Low
2024-11-06,Maize,Loamy,38.85,Low
2024-11-07,Maize,Loamy,16.18,Medium
2024-11-08,Maize,Loamy,10.44,Medium
2024-11-09,Maize,Loamy,39.82,Low
2024-11-10,Maize,Loamy,21.36,Medium
2024-11-11,Maize,Loamy,25.27,Medium
2024-11-12,Maize,Loamy,11.88,Medium
2024-11-13,Maize,Loamy,25.19,Medium
2024-11-14,Maize,Loamy,49.59,Low
2024-11-15,Maize,Loamy,37.83,Medium
2024-11-16,Maize,Loamy,53.07,Low
2024-11-17,Maize,Loamy,21.75,Low
2024-11-18,Maize,Loamy,40.74,Low
2024-11-19,Maize,Loamy,20.64,Medium
2024-11-20,Maize,Loamy,25.34,Low
2024-11-21,Maize,Loamy,28.1,Low
2024-11-22,Maize,Loamy,15.91,Low
2024-11-23,Maize,Loamy,41.57,Low
2024-11-24,Maize,Loamy,36.73,Medium
2024-11-25,Maize,Loamy,48.87,Low
2024-11-26,Maize,Loamy,16.29,High
2024-11-27,Maize,Loamy,54.61,Medium
2024-11-28,Maize,Loamy,52.47,Low
2024-11-29,Maize,Loamy,32.99,Low
2024-11-30,Maize,Loamy,8.65,Medium
2024-12-01,Maize,Loamy,54.09,Medium
2024-12-02,Maize,Loamy,14.12,Medium
2024-12-03,Maize,Loamy,63.55,Medium
2024-12-04,Maize,Loamy,10.39,Medium
2024-12-05,Maize,Loamy,33.11,Low
2024-12-06,Maize,Loamy,28.34,Low
2024-12-07,Maize,Loamy,36.98,Low
2024-12-08,Maize,Loamy,35.13,Low
2024-12-09,Maize,Loamy,63.18,Low
2024-12-10,Maize,Loamy,60.27,Low
2024-12-11,Maize,Loamy,23.18,Medium
2024-12-12,Maize,Loamy,32.58,Low
2024-12-13,Maize,Loamy,14.78,High
2024-12-14,Maize,Loamy,50.94,Low
2024-12-15,Maize,Loamy,19.67,Low
2024-12-16,Maize,Loamy,33.98,Low
2024-12-17,Maize,Loamy,21.61,Medium
2024-12-18,Maize,Loamy,29.57,Low
2024-12-19,Maize,Loamy,55.23,Low
2024-12-20,Maize,Loamy,63.42,Low
2024-12-21,Maize,Loamy,20.17,Medium
2024-12-22,Maize,Loamy,53.1,Low
2024-12-23,Maize,Loamy,43.29,Low
2024-12-24,Maize,Loamy,48.58,Low
2024-12-25,Maize,Loamy,27.64,Low
2024-12-26,Maize,Loamy,60.36,Low
2024-12-27,Maize,Loamy,28.32,Low
2024-12-28,Maize,Loamy,11.32,Medium
2024-12-29,Maize,Loamy,49.43,Low
2024-12-30,Maize,Loamy,15.79,Medium
2024-12-31,Maize,Loamy,56.26,Low
2025-01-01,Maize,Loamy,34.48,Low
2025-01-02,Maize,Loamy,38.77,Low
2025-01-03,Maize,Loamy,21.84,Medium
2025-01-04,Maize,Loamy,9.14,Medium
2025-01-05,Maize,Loamy,37.76,Low
2025-01-06,Maize,Loamy,40.48,Low
2025-01-07,Maize,Loamy,61.07,Low
2025-01-08,Maize,Loamy,38.09,Low
2025-01-09,Maize,Loamy,44.35,Low
2025-01-10,Maize,Loamy,62.16,Low
2025-01-11,Maize,Loamy,26.81,Low
2025-01-12,Maize,Loamy,36.82,Low
2025-01-13,Maize,Loamy,52.22,Medium
2025-01-14,Maize,Loamy,46.48,Low
2025-01-15,Maize,Loamy,40.86,Low
2025-01-16,Maize,Loamy,11.76,Low
2025-01-17,Maize,Loamy,47.6,Low
2025-01-18,Maize,Loamy,40.15,Medium
2025-01-19,Maize,Loamy,33.51,Medium
2025-01-20,Maize,Loamy,17.04,Low
2025-01-21,Maize,Loamy,16.38,Medium
2025-01-22,Maize,Loamy,44.26,Medium
2025-01-23,Maize,Loamy,21.59,Medium
2025-01-24,Maize,Loamy,28.22,Medium
2025-01-25,Maize,Loamy,20.05,Low
2025-01-26,Maize,Loamy,34.34,Low
2025-01-27,Maize,Loamy,47.94,Low
2025-01-28,Maize,Loamy,10.56,Low
2025-01-29,Maize,Loamy,31.34,Low
2025-01-30,Maize,Loamy,36.61,Low
2025-01-31,Maize,Loamy,33.85,Low
2025-02-01,Maize,Loamy,60.08,Medium
2025-02-02,Maize,Loamy,11.25,Low
2025-02-03,Maize,Loamy,40.13,Low
2025-02-04,Maize,Loamy,41.28,Low
2025-02-05,Maize,Loamy,19.12,Medium
2025-02-06,Maize,Loamy,44.93,Low
2025-02-07,Maize,Loamy,39.87,Low
2025-02-08,Maize,Loamy,35.22,Medium
2025-02-09,Maize,Loamy,15.15,Medium
2025-02-10,Maize,Loamy,47.37,Low
2025-02-11,Maize,Loamy,44.59,Low
2025-02-12,Maize,Loamy,18.41,Low
2025-02-13,Maize,Loamy,41.71,Low
2025-02-14,Maize,Loamy,40.46,Low
2025-02-15,Maize,Loamy,9.96,Medium
2025-02-16,Maize,Loamy,53.5,Low
2025-02-17,Maize,Loamy,58.88,Low
2025-02-18,Maize,Loamy,12.1,Medium
2025-02-19,Maize,Loamy,34.32,Low
2025-02-20,Maize,Loamy,57.66,Medium
2025-02-21,Maize,Loamy,60.83,Medium
2025-02-22,Maize,Loamy,60.01,Low
2025-02-23,Maize,Loamy,30.44,Medium
2024-01-03,Maize,Sandy,10.03,Low
2024-01-04,Maize,Sandy,64.14,Low
2024-01-05,Maize,Sandy,61.49,Low
2024-01-06,Maize,Sandy,13.05,Medium
2024-01-07,Maize,Sandy,13.56,High
2024-01-08,Maize,Sandy,16.41,Low
2024-01-09,Maize,Sandy,40.71,Low
2024-01-10,Maize,Sandy,29.39,Low
2024-01-11,Maize,Sandy,16.63,High
2024-01-12,Maize,Sandy,37.31,Low
2024-01-13,Maize,Sandy,43.0,Low
2024-01-14,Maize,Sandy,47.17,Medium
2024-01-15,Maize,Sandy,39.14,Low
2024-01-16,Maize,Sandy,40.23,Low
2024-01-17,Maize,Sandy,43.13,Low
2024-01-18,Maize,Sandy,54.35,Low
2024-01-19,Maize,Sandy,55.07,Low
2024-01-20,Maize,Sandy,22.28,Medium
2024-01-21,Maize,Sandy,19.39,Medium
2024-01-22,Maize,Sandy,15.51,Medium
2024-01-23,Maize,Sandy,40.42,Low
2024-01-24,Maize,Sandy,58.84,Low
2024-01-25,Maize,Sandy,12.38,Low
2024-01-26,Maize,Sandy,19.65,Low
2024-01-27,Maize,Sandy,51.08,Low
2024-01-28,Maize,Sandy,53.01,Medium
2024-01-29,Maize,Sandy,23.61,Medium
2024-01-30,Maize,Sandy,16.1,Low
2024-01-31,Maize,Sandy,22.79,Low
2024-02-01,Maize,Sandy,52.0,Medium
2024-02-02,Maize,Sandy,39.66,Medium
2024-02-03,Maize,Sandy,14.25,Low
2024-02-04,Maize,Sandy,51.42,Medium
2024-02-05,Maize,Sandy,11.98,Medium
2024-02-06,Maize,Sandy,30.68,Low
2024-02-07,Maize,Sandy,21.11,Medium
2024-02-08,Maize,Sandy,27.43,Medium
2024-02-09,Maize,Sandy,58.58,Medium
2024-02-10,Maize,Sandy,59.84,Low
2024-02-11,Maize,Sandy,38.63,Medium
2024-02-12,Maize,Sandy,51.59,Low
2024-02-13,Maize,Sandy,27.27,Low
2024-02-14,Maize,Sandy,63.16,Low
2024-02-15,Maize,Sandy,44.8,Low
2024-02-16,Maize,Sandy,63.89,Medium
2024-02-17,Maize,Sandy,10.94,Medium
2024-02-18,Maize,Sandy,20.08,Medium
2024-02-19,Maize,Sandy,56.15,Low
2024-02-20,Maize,Sandy,49.53,Medium
2024-02-21,Maize,Sandy,21.54,Low
2024-02-22,Maize,Sandy,37.09,Low
2024-02-23,Maize,Sandy,64.25,Medium
2024-02-24,Maize,Sandy,14.36,Medium
2024-02-25,Maize,Sandy,55.64,Low
2024-02-26,Maize,Sandy,17.11,Medium
2024-02-27,Maize,Sandy,27.16,Low
2024-02-28,Maize,Sandy,23.44,Medium
2024-02-29,Maize,Sandy,52.13,Low
2024-03-01,Maize,Sandy,10.71,Medium
2024-03-02,Maize,Sandy,56.18,Low
2024-03-03,Maize,Sandy,20.28,Medium
2024-03-04,Maize,Sandy,50.68,Low
2024-03-05,Maize,Sandy,12.79,High
2024-03-06,Maize,Sandy,21.89,Medium
2024-03-07,Maize,Sandy,52.61,Medium
2024-03-08,Maize,Sandy,46.94,Low
2024-03-09,Maize,Sandy,53.8,Low
2024-03-10,Maize,Sandy,47.14,Low
2024-03-11,Maize,Sandy,39.35,Low
2024-03-12,Maize,Sandy,26.68,Low
2024-03-13,Maize,Sandy,8.98,Medium
2024-03-14,Maize,Sandy,54.89,Low
2024-03-15,Maize,Sandy,60.71,Medium
2024-03-16,Maize,Sandy,34.86,Medium
2024-03-17,Maize,Sandy,48.76,Low
2024-03-18,Maize,Sandy,20.27,High
2024-03-19,Maize,Sandy,22.62,High
2024-03-20,Maize,Sandy,12.76,Low
2024-03-21,Maize,Sandy,44.59,Medium
2024-03-22,Maize,Sandy,31.32,Low
2024-03-23,Maize,Sandy,48.88,Low
2024-03-24,Maize,Sandy,16.47,Low
2024-03-25,Maize,Sandy,53.49,Low
2024-03-26,Maize,Sandy,18.3,Medium
2024-03-27,Maize,Sandy,26.2,Medium
2024-03-28,Maize,Sandy,11.4,Medium
2024-03-29,Maize,Sandy,19.44,Medium
2024-03-30,Maize,Sandy,53.16,Low
2024-03-31,Maize,Sandy,64.59,Medium
2024-04-01,Maize,Sandy,45.11,Medium
2024-04-02,Maize,Sandy,51.04,Low
2024-04-03,Maize,Sandy,38.5,Medium
2024-04-04,Maize,Sandy,15.96,Low
2024-04-05,Maize,Sandy,47.9,Low
2024-04-06,Maize,Sandy,35.27,Low
2024-04-07,Maize,Sandy,37.0,Low
2024-04-08,Maize,Sandy,14.63,Medium
2024-04-09,Maize,Sandy,34.33,Low
2024-04-10,Maize,Sandy,21.61,High
2024-04-11,Maize,Sandy,54.36,Medium
2024-04-12,Maize,Sandy,30.86,Medium
2024-04-13,Maize,Sandy,55.24,Low
2024-04-14,Maize,Sandy,34.63,Low
2024-04-15,Maize,Sandy,49.26,Low
2024-04-16,Maize,Sandy,52.03,Low
2024-04-17,Maize,Sandy,58.12,Medium
2024-04-18,Maize,Sandy,17.26,Medium
2024-04-19,Maize,Sandy,32.41,Low
2024-04-20,Maize,Sandy,9.06,Medium
2024-04-21,Maize,Sandy,18.43,High
2024-04-22,Maize,Sandy,57.95,Medium
2024-04-23,Maize,Sandy,61.05,Low
2024-04-24,Maize,Sandy,32.16,Low
2024-04-25,Maize,Sandy,25.63,Low
2024-04-26,Maize,Sandy,26.64,Low
2024-04-27,Maize,Sandy,33.06,Low
2024-04-28,Maize,Sandy,58.0,Low
2024-04-29,Maize,Sandy,21.7,Medium
2024-04-30,Maize,Sandy,49.83,Medium
2024-05-01,Maize,Sandy,56.83,Low
2024-05-02,Maize,Sandy,48.48,Low
2024-05-03,Maize,Sandy,34.34,Low
2024-05-04,Maize,Sandy,58.69,Medium
2024-05-05,Maize,Sandy,49.8,Low
2024-05-06,Maize,Sandy,31.11,Low
2024-05-07,Maize,Sandy,13.03,Medium
2024-05-08,Maize,Sandy,31.41,Medium
2024-05-09,Maize,Sandy,27.09,Medium
2024-05-10,Maize,Sandy,46.66,Low
2024-05-11,Maize,Sandy,53.24,Low
2024-05-12,Maize,Sandy,27.04,Low
2024-05-13,Maize,Sandy,35.82,Low
2024-05-14,Maize,Sandy,63.14,Low
2024-05-15,Maize,Sandy,36.7,Medium
2024-05-16,Maize,Sandy,43.12,Low
2024-05-17,Maize,Sandy,39.55,Low
2024-05-18,Maize,Sandy,15.62,High
2024-05-19,Maize,Sandy,52.9,Low
2024-05-20,Maize,Sandy,32.7,High
2024-05-21,Maize,Sandy,36.07,Low
2024-05-22,Maize,Sandy,46.61,Medium
2024-05-23,Maize,Sandy,58.28,Low
2024-05-24,Maize,Sandy,11.27,Medium
2024-05-25,Maize,Sandy,35.19,Medium
2024-05-26,Maize,Sandy,44.72,Low
2024-05-27,Maize,Sandy,63.34,Medium
2024-05-28,Maize,Sandy,44.29,Medium
2024-05-29,Maize,Sandy,45.03,Low
2024-05-30,Maize,Sandy,54.88,Low
2024-05-31,Maize,Sandy,19.67,High
2024-06-01,Maize,Sandy,55.25,Low
2024-06-02,Maize,Sandy,45.7,Low
2024-06-03,Maize,Sandy,42.03,High
2024-06-04,Maize,Sandy,24.5,Medium
2024-06-05,Maize,Sandy,64.17,Low
2024-06-06,Maize,Sandy,11.64,Medium
2024-06-07,Maize,Sandy,30.6,Low
2024-06-08,Maize,Sandy,49.92,Medium
2024-06-09,Maize,Sandy,41.94,Low
2024-06-10,Maize,Sandy,29.75,Low
2024-06-11,Maize,Sandy,38.48,Low
2024-06-12,Maize,Sandy,37.74,Medium
2024-06-13,Maize,Sandy,9.39,High
2024-06-14,Maize,Sandy,30.85,Low
2024-06-15,Maize,Sandy,15.89,Medium
2024-06-16,Maize,Sandy,27.35,Low
2024-06-17,Maize,Sandy,63.95,Medium
2024-06-18,Maize,Sandy,45.42,Low
2024-06-19,Maize,Sandy,18.59,Medium
2024-06-20,Maize,Sandy,55.49,Low
2024-06-21,Maize,Sandy,36.94,Low
2024-06-22,Maize,Sandy,35.56,Medium
2024-06-23,Maize,Sandy,41.29,Low
2024-06-24,Maize,Sandy,8.19,Medium
2024-06-25,Maize,Sandy,38.74,Low
2024-06-26,Maize,Sandy,36.35,Low
2024-06-27,Maize,Sandy,47.44,Low
2024-06-28,Maize,Sandy,44.24,Low
2024-06-29,Maize,Sandy,17.02,Low
2024-06-30,Maize,Sandy,29.18,Low
2024-07-01,Maize,Sandy,48.47,Low
2024-07-02,Maize,Sandy,26.5,Medium
2024-07-03,Maize,Sandy,14.6,Medium
2024-07-04,Maize,Sandy,43.73,Low
2024-07-05,Maize,Sandy,12.05,Medium
2024-07-06,Maize,Sandy,52.09,Medium
2024-07-07,Maize,Sandy,36.13,Medium
2024-07-08,Maize,Sandy,38.19,Low
2024-07-09,Maize,Sandy,28.68,Low
2024-07-10,Maize,Sandy,21.61,Medium
2024-07-11,Maize,Sandy,22.09,Medium
2024-07-12,Maize,Sandy,42.42,Low
2024-07-13,Maize,Sandy,58.0,Medium
2024-07-14,Maize,Sandy,36.08,Low
2024-07-15,Maize,Sandy,26.23,Medium
2024-07-16,Maize,Sandy,63.41,Low
2024-07-17,Maize,Sandy,56.91,Low
2024-07-18,Maize,Sandy,59.88,Low
2024-07-19,Maize,Sandy,50.5,Medium
2024-07-20,Maize,Sandy,53.56,Low
2024-07-21,Maize,Sandy,36.12,Medium
2024-07-22,Maize,Sandy,53.38,Low
2024-07-23,Maize,Sandy,58.29,Medium
2024-07-24,Maize,Sandy,34.13,Medium
2024-07-25,Maize,Sandy,24.23,High
2024-07-26,Maize,Sandy,44.08,Low
2024-07-27,Maize,Sandy,22.81,Low
2024-07-28,Maize,Sandy,25.14,Medium
2024-07-29,Maize,Sandy,10.7,Low
2024-07-30,Maize,Sandy,42.52,Medium
2024-07-31,Maize,Sandy,54.89,Low
2024-08-01,Maize,Sandy,48.88,Low
2024-08-02,Maize,Sandy,38.64,Low
2024-08-03,Maize,Sandy,15.33,Medium
2024-08-04,Maize,Sandy,61.01,Medium
2024-08-05,Maize,Sandy,26.45,Low
2024-08-06,Maize,Sandy,51.35,Low
2024-08-07,Maize,Sandy,40.26,Low
2024-08-08,Maize,Sandy,21.16,Low
2024-08-09,Maize,Sandy,57.13,Medium
2024-08-10,Maize,Sandy,16.39,High
2024-08-11,Maize,Sandy,46.8,Low
2024-08-12,Maize,Sandy,17.58,Medium
2024-08-13,Maize,Sandy,16.61,High
2024-08-14,Maize,Sandy,37.43,Low
2024-08-15,Maize,Sandy,19.94,Medium
2024-08-16,Maize,Sandy,14.59,Medium
2024-08-17,Maize,Sandy,39.84,Low
2024-08-18,Maize,Sandy,34.67,Low
2024-08-19,Maize,Sandy,47.31,Low
2024-08-20,Maize,Sandy,41.3,Low
2024-08-21,Maize,Sandy,13.99,High
2024-08-22,Maize,Sandy,44.53,Low
2024-08-23,Maize,Sandy,43.73,Low
2024-08-24,Maize,Sandy,63.13,Low
2024-08-25,Maize,Sandy,56.11,Medium
2024-08-26,Maize,Sandy,40.82,Low
2024-08-27,Maize,Sandy,48.07,Low
2024-08-28,Maize,Sandy,47.91,Low
2024-08-29,Maize,Sandy,61.84,Low
2024-08-30,Maize,Sandy,64.38,Low
2024-08-31,Maize,Sandy,11.64,Medium
2024-09-01,Maize,Sandy,36.97,Medium
2024-09-02,Maize,Sandy,59.62,Low
2024-09-03,Maize,Sandy,25.39,Low
2024-09-04,Maize,Sandy,8.34,High
2024-09-05,Maize,Sandy,28.44,Medium
2024-09-06,Maize,Sandy,63.02,Low
2024-09-07,Maize,Sandy,39.78,Low
2024-09-08,Maize,Sandy,12.46,Low
2024-09-09,Maize,Sandy,30.14,Medium
2024-09-10,Maize,Sandy,20.38,High
2024-09-11,Maize,Sandy,59.35,Medium
2024-09-12,Maize,Sandy,35.55,Low
2024-09-13,Maize,Sandy,49.05,Medium
2024-09-14,Maize,Sandy,47.51,Medium
2024-09-15,Maize,Sandy,55.12,Low
2024-09-16,Maize,Sandy,55.43,Medium
2024-09-17,Maize,Sandy,22.95,Low
2024-09-18,Maize,Sandy,45.97,Low
2024-09-19,Maize,Sandy,12.56,Medium
2024-09-20,Maize,Sandy,10.73,High
2024-09-21,Maize,Sandy,18.04,Medium
2024-09-22,Maize,Sandy,39.02,Low
2024-09-23,Maize,Sandy,43.19,Low
2024-09-24,Maize,Sandy,42.73,Medium
2024-09-25,Maize,Sandy,39.58,Low
2024-09-26,Maize,Sandy,45.35,Low
2024-09-27,Maize,Sandy,21.52,Medium
2024-09-28,Maize,Sandy,64.09,Medium
2024-09-29,Maize,Sandy,63.22,Low
2024-09-30,Maize,Sandy,17.15,Medium
2024-10-01,Maize,Sandy,61.71,Medium
2024-10-02,Maize,Sandy,26.9,Low
2024-10-03,Maize,Sandy,34.93,Low
2024-10-04,Maize,Sandy,45.48,Low
2024-10-05,Maize,Sandy,63.75,Low
2024-10-06,Maize,Sandy,8.15,Low
2024-10-07,Maize,Sandy,28.16,Low
2024-10-08,Maize,Sandy,45.68,Low
2024-10-09,Maize,Sandy,32.87,Low
2024-10-10,Maize,Sandy,20.28,Medium
2024-10-11,Maize,Sandy,41.42,Low
2024-10-12,Maize,Sandy,10.14,Low
2024-10-13,Maize,Sandy,37.65,Low
2024-10-14,Maize,Sandy,58.86,Low
2024-10-15,Maize,Sandy,55.88,Low
2024-10-16,Maize,Sandy,24.58,Low
2024-10-17,Maize,Sandy,40.63,Low
2024-10-18,Maize,Sandy,52.42,Low
2024-10-19,Maize,Sandy,35.42,Medium
2024-10-20,Maize,Sandy,11.11,Medium
2024-10-21,Maize,Sandy,47.52,Low
2024-10-22,Maize,Sandy,47.95,Low
2024-10-23,Maize,Sandy,54.35,Low
2024-10-24,Maize,Sandy,61.1,Medium
2024-10-25,Maize,Sandy,35.5,Medium
2024-10-26,Maize,Sandy,55.89,Low
2024-10-27,Maize,Sandy,59.31,Low
2024-10-28,Maize,Sandy,9.31,Medium
2024-10-29,Maize,Sandy,24.07,Medium
2024-10-30,Maize,Sandy,59.24,Low
2024-10-31,Maize,Sandy,18.88,Low
2024-11-01,Maize,Sandy,25.22,Low
2024-11-02,Maize,Sandy,42.37,Low
2024-11-03,Maize,Sandy,33.56,Low
2024-11-04,Maize,Sandy,20.75,Medium
2024-11-05,Maize,Sandy,32.6,Low
2024-11-06,Maize,Sandy,58.48,Low
2024-11-07,Maize,Sandy,12.75,Medium
2024-11-08,Maize,Sandy,38.91,Medium
2024-11-09,Maize,Sandy,26.67,Medium
2024-11-10,Maize,Sandy,23.17,Medium
2024-11-11,Maize,Sandy,34.96,Low
2024-11-12,Maize,Sandy,34.5,Low
2024-11-13,Maize,Sandy,30.65,Low
2024-11-14,Maize,Sandy,17.63,Medium
2024-11-15,Maize,Sandy,47.52,Low
2024-11-16,Maize,Sandy,59.33,Medium
2024-11-17,Maize,Sandy,36.35,Low
2024-11-18,Maize,Sandy,10.59,Medium
2024-11-19,Maize,Sandy,18.89,Medium
2024-11-20,Maize,Sandy,54.01,Medium
2024-11-21,Maize,Sandy,15.21,High
2024-11-22,Maize,Sandy,21.82,Medium
2024-11-23,Maize,Sandy,18.5,Medium
2024-11-24,Maize,Sandy,37.41,Medium
2024-11-25,Maize,Sandy,19.49,Medium
2024-11-26,Maize,Sandy,20.73,Low
